id,attn1,attn2,practice_sim_1,practice_sim_2,practice_sim_3,practice_sim_4,pair,rating_num,order,q1,q2,q1_program,q2_program,q1_standard,q2_standard,similarity,dist_tree,sim_text,sim_text_standard,intersecting_functions12,intersecting_functions21,intersecting_arguments12,intersecting_arguments21,intersecting_all12,intersecting_all21
2,1,1,1,1,4,4,8,2,12,How many legs does the blue monster have?,How many monsters have a square head?,(legs b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the blue monster have?,How many monsters have a square head?,1,11,0.6293059587478638,0.6293059587478638,0,0,0.25,1,0.1111111111111111,0.5
2,1,1,1,1,4,4,63,3,12,How many square heads are there?,Does the purple monster have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (legs p) 3),How many monsters have a square head?,Does the purple monster have three legs?,1,11,0.3164712190628052,0.5735365152359009,0.5,0.2,0.5,0.25,0.5,0.2222222222222222
2,1,1,1,1,4,4,26,4,12,How much legs does the red monster have?,Are any of their heads a circle?,(legs r),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,Do any of the monsters have a circle head?,1,11,0.23616275191307068,0.5133794546127319,0,0,0.25,1,0.1111111111111111,0.5
2,1,1,1,1,4,4,79,5,21,How many square heads are there?,Does the red monster have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (shape r) Square),How many monsters have a square head?,Does the red monster have a square head?,4,9,0.5929144024848938,0.806182861328125,1,0.4,1,0.5,1,0.4444444444444444
2,1,1,1,1,4,4,83,6,12,How many monsters have two legs?,Are the red and purple the same head shape?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(== (shape r) (shape p)),How many monsters have two legs?,Is the red monster's head the same shape as the purple monster's head?,1,11,0.2602037191390991,0.4900911748409271,0.5,0.2,1,0.5,0.75,0.3333333333333333
2,1,1,1,1,4,4,51,7,12,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,2,9,0.732853889465332,0.7585862278938293,0.25,1,0.5,1,0.3333333333333333,1
2,1,1,1,1,4,4,73,8,12,Does the red monster have the same head as the purple monster?,How many monsters have one leg?,(== (shape r) (shape p)),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),Is the red monster's head the same shape as the purple monster's head?,How many monsters have one leg?,1,11,0.48300307989120483,0.4628910720348358,0.2,0.5,0.5,1,0.3333333333333333,0.75
2,1,1,1,1,4,4,80,9,12,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,2,11,0.5780537128448486,0.6416802406311035,0.5,0.4,0.3333333333333333,0.25,0.42857142857142855,0.3333333333333333
2,1,1,1,1,4,4,97,10,12,How many legs does the purple monster have?,What head does a red monster have?,(legs p),(shape r),How many legs does the purple monster have?,What shape is the red monster's head?,1,1,0.592643678188324,0.5984600782394409,0,0,0,0,0,0
2,1,1,1,1,4,4,36,11,12,Do they both have circle heads?,Do all the monsters have a circle head?,(and (== (shape b) Circle) (== (shape r) Circle)),(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do the blue monster and the red monster both have a circle head?,Do all the monsters have a circle head?,5,9,0.7403696179389954,0.8517022132873535,0.4,0.6666666666666666,0.75,1,0.5555555555555556,0.8333333333333334
2,1,1,1,1,4,4,16,12,12,How many monsters have square heads?,Do all the monsters have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),How many monsters have a square head?,Do all the monsters have the same number of legs?,1,4,0.6257220506668091,0.6630567908287048,0.5,0.4,1,0.75,0.7142857142857143,0.5555555555555556
2,1,1,1,1,4,4,56,13,12,What is the red monster's head shape is it a circle or a square?,How many monsters have three legs?,(shape r),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),What shape is the red monster's head?,How many monsters have three legs?,1,11,0.5318495035171509,0.5512861013412476,0,0,0.25,1,0.1111111111111111,0.5
2,1,1,1,1,4,4,55,14,12,How many monsters have circle heads?,Does the red monster have a square head and the purple monster a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (shape r) Square) (== (shape p) Circle)),How many monsters have a circle head?,Does the red monster have a square head and the purple monster have a circle head?,4,9,0.751230001449585,0.7654837965965271,0.6666666666666666,0.4,0.75,0.75,0.7142857142857143,0.5555555555555556
2,1,1,1,1,4,4,3,15,12,Do all of the monsters have circle heads?,What shape is the blue monsters head?,(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(shape b),Do all the monsters have a circle head?,What shape is the blue monster's head?,4,11,0.705589234828949,0.6913741827011108,1,0.2,1,0.25,1,0.2222222222222222
3,1,1,1,1,5,3,93,1,12,How many monsters have one leg?,How many square heads are there in all?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have one leg?,How many monsters have a square head?,2,2,0.37608736753463745,0.6963624954223633,0.8,0.8,0.75,0.75,0.7777777777777778,0.7777777777777778
3,1,1,1,1,5,3,42,2,12,What is the shape of the red monster's head?,Does the purple monster have two feet?,(shape r),(== (legs p) 2),What shape is the red monster's head?,Does the purple monster have two legs?,1,3,0.5274088382720947,0.5775747895240784,0,0,0,0,0,0
3,1,1,1,1,5,3,29,3,21,How many monsters have circle heads?,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,5,0,0.8381568789482117,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
3,1,1,1,1,5,3,54,4,12,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,2,11,0.6103970408439636,0.6103970408439636,0,0,0.25,1,0.1111111111111111,0.5
3,1,1,1,1,5,3,71,5,21,Are the purple and blue monsters head the same shape?,Is the blue monsters head the same shape as the purple monster's head?,(== (shape p) (shape b)),(== (shape b) (shape p)),Is the purple monster's head the same shape as the blue monster's head?,Is the blue monster's head the same shape as the purple monster's head?,4,0,0.9692419767379761,0.9957899451255798,1,1,1,1,1,1
3,1,1,1,1,5,3,95,6,12,Do the square headed monsters have more than one leg?,Do any of the monsters have a circle head?,(all (map (lambda x0 (> (legs x0) 1)) (shapeObjects Square))),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the square-headed monsters have more than one leg?,Do any of the monsters have a circle head?,1,8,0.651179850101471,0.6250067949295044,0.2,0.2,0,0,0.1111111111111111,0.14285714285714285
3,1,1,1,1,5,3,55,7,21,How many monsters have circle heads?,Does the red monster have a square head and the purple monster a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (shape r) Square) (== (shape p) Circle)),How many monsters have a circle head?,Does the red monster have a square head and the purple monster have a circle head?,4,9,0.751230001449585,0.7654837965965271,0.6666666666666666,0.4,0.75,0.75,0.7142857142857143,0.5555555555555556
3,1,1,1,1,5,3,2,8,12,How many monsters have square heads?,How many monsters have more than two legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),How many monsters have a square head?,How many monsters have three legs?,2,2,0.7134618759155273,0.7185002565383911,0.8,0.8,0.75,0.75,0.7777777777777778,0.7777777777777778
3,1,1,1,1,5,3,52,9,21,How many legs does the purple monster have?,Do the red and blue monster's have the same shape head as the purple monster?,(legs p),(=== (map (lambda x0 (shape x0)) (set b r p))),How many legs does the purple monster have?,Do all the monsters have the same head shape?,1,9,0.5989721417427063,0.46998822689056396,0,0,0.3333333333333333,1,0.14285714285714285,0.5
3,1,1,1,1,5,3,18,10,12,How many monsters have three legs?,Do all monsters with three legs have square heads?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),How many monsters have three legs?,Do all the three-legged monsters have a square head?,4,7,0.8055595755577087,0.7791336178779602,0.4,0.4,0.5,0.25,0.42857142857142855,0.3333333333333333
3,1,1,1,1,5,3,80,11,12,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,2,11,0.5780537128448486,0.6416802406311035,0.5,0.4,0.3333333333333333,0.25,0.42857142857142855,0.3333333333333333
3,1,1,1,1,5,3,5,12,21,What's the blue monster head shape?,How many monsters have square heads?,(shape b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),What shape is the blue monster's head?,How many monsters have a square head?,5,11,0.6543617248535156,0.7162408232688904,0.2,1,0.25,1,0.2222222222222222,1
3,1,1,1,1,5,3,98,13,12,How many monsters have a circle head with more than one leg?,Does the red monster have three legs?,(++ (map (lambda x0 (and (> (legs x0) 1) (== (shape x0) Circle))) (set b r p))),(== (legs r) 3),How many monsters have more than one leg and a circle head?,Does the red monster have three legs?,4,15,0.7038872241973877,0.7188488841056824,1,0.25,0.5,0.2,0.75,0.23076923076923078
3,1,1,1,1,5,3,56,14,12,What is the red monster's head shape is it a circle or a square?,How many monsters have three legs?,(shape r),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),What shape is the red monster's head?,How many monsters have three legs?,2,11,0.5318495035171509,0.5512861013412476,0,0,0.25,1,0.1111111111111111,0.5
3,1,1,1,1,5,3,3,15,21,Do all of the monsters have circle heads?,What shape is the blue monsters head?,(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(shape b),Do all the monsters have a circle head?,What shape is the blue monster's head?,5,11,0.705589234828949,0.6913741827011108,1,0.2,1,0.25,1,0.2222222222222222
4,1,1,1,NA,2,4,66,1,12,Does any of the monsters have circle heads?,Does they all have the same number of legs?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),Do any of the monsters have a circle head?,Do all the monsters have the same number of legs?,1,4,0.33141040802001953,0.5826675891876221,0.5,0.4,1,0.75,0.7142857142857143,0.5555555555555556
4,1,1,1,NA,2,4,30,2,21,How many legs does the blue monster have?,Does the purple monster have less than three legs?,(legs b),(< (legs p) 3),How many legs does the blue monster have?,Does the purple monster have less than three legs?,2,2,0.8265516757965088,0.8265516757965088,0.5,1,0,0,0.25,0.5
4,1,1,1,NA,2,4,89,3,12,How many legs does the red monster have?,What shape head does the purple monster have?,(legs r),(shape p),How many legs does the red monster have?,What shape is the purple monster's head?,1,1,0.6033034920692444,0.5962030291557312,0,0,0,0,0,0
4,1,1,1,NA,2,4,69,4,21,Does the purple monster have two legs?,How many legs do all the monsters have combined?,(== (legs p) 2),(++ (map (lambda x0 (legs x0)) (set b r p))),Does the purple monster have two legs?,How many legs do all the monsters have combined together?,4,9,0.7303376793861389,0.7196745276451111,0.25,0.5,0.3333333333333333,0.5,0.2857142857142857,0.5
4,1,1,1,NA,2,4,79,5,21,How many square heads are there?,Does the red monster have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (shape r) Square),How many monsters have a square head?,Does the red monster have a square head?,5,9,0.5929144024848938,0.806182861328125,1,0.4,1,0.5,1,0.4444444444444444
4,1,1,1,NA,2,4,14,6,12,The blue monster have the square?,Does the purple monster have two legs?,(== (shape b) Square),(== (legs p) 2),Does the blue monster have a square head?,Does the purple monster have two legs?,2,2,0.6452778577804565,0.6652539968490601,0.5,0.5,0,0,0.25,0.25
4,1,1,1,NA,2,4,16,7,12,How many monsters have square heads?,Do all the monsters have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),How many monsters have a square head?,Do all the monsters have the same number of legs?,1,4,0.6257220506668091,0.6630567908287048,0.5,0.4,1,0.75,0.7142857142857143,0.5555555555555556
4,1,1,1,NA,2,4,48,8,21,"Does the purple one have one leg, and the blue one have a square head, and and it has two legs and the red one has a circle head and it has three legs?",How many monsters have two legs?,(and (and (and (== (legs b) 2) (== (shape b) Square)) (and (== (legs r) 3) (== (shape r) Circle))) (== (legs p) 1)),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),"Does the blue monster have two legs and a square head, the red monster have three legs and a circle head, and the purple monster have one leg?",How many monsters have two legs?,4,20,0.6003146767616272,0.7880690693855286,0.4,0.5,1,0.5,0.6666666666666666,0.5
4,1,1,1,NA,2,4,85,9,21,Does the blue monster have the same amount of legs as the purple and red monster?,Do the blue and red look the same?,(=== (map (lambda x0 (legs x0)) (set b r p))),(and (== (legs b) (legs r)) (== (shape b) (shape r))),Do all the monsters have the same number of legs?,Does the blue monster have the same number of legs and head shape as the red monster?,4,10,0.5764070749282837,0.7854431867599487,0.25,0.25,1,0.6666666666666666,0.5,0.42857142857142855
4,1,1,1,NA,2,4,47,10,12,How many of them have square heads?,Do any of them have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),How many monsters have a square head?,Do any of the monsters have three legs?,2,3,0.4865145981311798,0.6673029661178589,0.6,0.6,0.75,0.75,0.6666666666666666,0.6666666666666666
4,1,1,1,NA,2,4,61,11,21,Does the head shape have corners?,How many monsters have a circle head and two legs?,(== (shape r) Square),(++ (map (lambda x0 (and (== (legs x0) 2) (== (shape x0) Circle))) (set b r p))),Does the red monster have a square head?,How many monsters have two legs and a circle head?,3,14,0.45619910955429077,0.6602686643600464,0.2857142857142857,1,0.2,0.5,0.25,0.75
4,1,1,1,NA,2,4,36,12,12,Do they both have circle heads?,Do all the monsters have a circle head?,(and (== (shape b) Circle) (== (shape r) Circle)),(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do the blue monster and the red monster both have a circle head?,Do all the monsters have a circle head?,6,9,0.7403696179389954,0.8517022132873535,0.4,0.6666666666666666,0.75,1,0.5555555555555556,0.8333333333333334
4,1,1,1,NA,2,4,81,13,12,Does the purple monster have three legs?,Does the red monster have a square head and three legs?,(== (legs p) 3),(and (== (legs r) 3) (== (shape r) Square)),Does the purple monster have three legs?,Does the red monster have three legs and a square head?,3,5,0.8264407515525818,0.8383734226226807,0.5,1,0.3333333333333333,0.5,0.42857142857142855,0.75
4,1,1,1,NA,2,4,5,14,21,What's the blue monster head shape?,How many monsters have square heads?,(shape b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),What shape is the blue monster's head?,How many monsters have a square head?,4,11,0.6543617248535156,0.7162408232688904,0.2,1,0.25,1,0.2222222222222222,1
4,1,1,1,NA,2,4,7,15,21,Do most of the monsters in the box have square or round heads?,Does the blue monster have a square head?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(== (shape b) Square),Are there more monsters with square heads or circle heads?,Does the blue monster have a square head?,4,22,0.733221173286438,0.7524884939193726,1,0.3333333333333333,1,0.4,1,0.36363636363636365
5,1,1,2,2,5,4,7,1,21,Do most of the monsters in the box have square or round heads?,Does the blue monster have a square head?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(== (shape b) Square),Are there more monsters with square heads or circle heads?,Does the blue monster have a square head?,3,22,0.733221173286438,0.7524884939193726,1,0.3333333333333333,1,0.4,1,0.36363636363636365
5,1,1,2,2,5,4,52,2,21,How many legs does the purple monster have?,Do the red and blue monster's have the same shape head as the purple monster?,(legs p),(=== (map (lambda x0 (shape x0)) (set b r p))),How many legs does the purple monster have?,Do all the monsters have the same head shape?,2,9,0.5989721417427063,0.46998822689056396,0,0,0.3333333333333333,1,0.14285714285714285,0.5
5,1,1,2,2,5,4,100,3,21,Does the purple monster have two legs?,What shape is the red monsters head?,(== (legs p) 2),(shape r),Does the purple monster have two legs?,What shape is the red monster's head?,1,3,0.5241290926933289,0.5775747895240784,0,0,0,0,0,0
5,1,1,2,2,5,4,91,4,12,Do all the monsters have the same shape head?,Is the red one circle?,(=== (map (lambda x0 (shape x0)) (set b r p))),(== (shape r) Circle),Do all the monsters have the same head shape?,Does the red monster have a circle head?,2,9,0.328628808259964,0.7066839933395386,0.5,0.25,0.5,0.3333333333333333,0.5,0.2857142857142857
5,1,1,2,2,5,4,74,5,12,How many legs does the purple monster have?,Does the purple monster have two legs?,(legs p),(== (legs p) 2),How many legs does the purple monster have?,Does the purple monster have two legs?,6,2,0.9023199081420898,0.9023199081420898,0.5,1,0.5,1,0.5,1
5,1,1,2,2,5,4,1,6,12,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,4,11,0.5326904058456421,0.8165104389190674,0.2,1,0.25,1,0.2222222222222222,1
5,1,1,2,2,5,4,41,7,21,How many monsters have circle heads?,How many square heads are there?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,4,0,0.6192860007286072,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
5,1,1,2,2,5,4,2,8,12,How many monsters have square heads?,How many monsters have more than two legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),How many monsters have a square head?,How many monsters have three legs?,2,2,0.7134618759155273,0.7185002565383911,0.8,0.8,0.75,0.75,0.7777777777777778,0.7777777777777778
5,1,1,2,2,5,4,96,9,12,How many monsters have circle heads?,How many monsters have the a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,5,0,0.8300817012786865,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
5,1,1,2,2,5,4,80,10,12,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,2,11,0.5780537128448486,0.6416802406311035,0.5,0.4,0.3333333333333333,0.25,0.42857142857142855,0.3333333333333333
5,1,1,2,2,5,4,85,11,21,Does the blue monster have the same amount of legs as the purple and red monster?,Do the blue and red look the same?,(=== (map (lambda x0 (legs x0)) (set b r p))),(and (== (legs b) (legs r)) (== (shape b) (shape r))),Do all the monsters have the same number of legs?,Does the blue monster have the same number of legs and head shape as the red monster?,2,10,0.5764070749282837,0.7854431867599487,0.25,0.25,1,0.6666666666666666,0.5,0.42857142857142855
5,1,1,2,2,5,4,92,12,12,Do all monsters with two legs have a circle heads?,How many monsters have two legs?,(all (map (lambda x0 (== (shape x0) Circle)) (legsObjects 2))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),Do all the two-legged monsters have a circle head?,How many monsters have two legs?,3,7,0.7491220831871033,0.713076114654541,0.4,0.4,0.25,0.5,0.3333333333333333,0.42857142857142855
5,1,1,2,2,5,4,64,13,21,How many monsters have one leg?,How many monsters in the box have a round head?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have one leg?,How many monsters have a circle head?,3,2,0.6463034152984619,0.6764651536941528,0.8,0.8,0.75,0.75,0.7777777777777778,0.7777777777777778
5,1,1,2,2,5,4,28,14,12,How many legs does the purple monster have?,Does the blue monster have a circle head?,(legs p),(== (shape b) Circle),How many legs does the purple monster have?,Does the blue monster have a circle head?,2,3,0.5574324131011963,0.5574324131011963,0,0,0,0,0,0
5,1,1,2,2,5,4,12,15,21,Does the red monster have one leg?,How many legs does the purple monster have?,(== (legs r) 1),(legs p),Does the red monster have one leg?,How many legs does the purple monster have?,4,2,0.7848266363143921,0.7848266363143921,1,0.5,0,0,0.5,0.25
6,1,1,1,1,5,3,78,1,12,Do the monster's share the same number of legs?,How many monsters have a circle head?,(=== (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the monsters have the same number of legs?,How many monsters have a circle head?,1,4,0.5886440277099609,0.6358267068862915,0.4,0.5,0.75,1,0.5555555555555556,0.7142857142857143
6,1,1,1,1,5,3,84,2,21,Do the red monster and the blue monster have the same head?,How many legs does the red monster have?,(== (shape r) (shape b)),(legs r),Is the red monster's head the same shape as the blue monster's head?,How many legs does the red monster have?,2,4,0.6157029867172241,0.6106586456298828,0,0,1,0.5,0.5,0.25
6,1,1,1,1,5,3,94,3,12,How many legs does the purple monster have?,How many monsters have square heads?,(legs p),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the purple monster have?,How many monsters have a square head?,1,11,0.6075185537338257,0.6266854405403137,0,0,0.25,1,0.1111111111111111,0.5
6,1,1,1,1,5,3,68,4,21,Does any of the monsters have a square head?,Are all the heads the same?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),Do any of the monsters have a square head?,Do all the monsters have the same head shape?,3,3,0.5117130279541016,0.8512132167816162,0.75,0.6,1,0.75,0.8571428571428571,0.6666666666666666
6,1,1,1,1,5,3,82,5,12,Is the red monster's head a square or a circle?,How many legs do the monsters have combined?,(shape r),(++ (map (lambda x0 (legs x0)) (set b r p))),What shape is the red monster's head?,How many legs do all the monsters have combined together?,1,9,0.5257618427276611,0.5001871585845947,0,0,0.3333333333333333,1,0.14285714285714285,0.5
6,1,1,1,1,5,3,89,6,12,How many legs does the red monster have?,What shape head does the purple monster have?,(legs r),(shape p),How many legs does the red monster have?,What shape is the purple monster's head?,2,1,0.6033034920692444,0.5962030291557312,0,0,0,0,0,0
