id,trial,AgeGroup,age_yr,age_mo,n_attempts_color,n_attempts_head,n_attempts_legs,trial_index,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_program,question_abstracted_idealized,EIG,entropy,notes,question_standard
4,2,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red and blue monster's have the same shape head as the purple monster?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,2,NA,Do all the monsters have the same head shape?
4,3,Adults,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,do the monster's share the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),0.5032583347756443,6.754887502163456,NA,Do all the monsters have the same number of legs?
4,4,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,How many legs does the red monster have?,(legs r),(legs c),1.584962500721156,2.584962500721156,NA,How many legs does the red monster have?
6,1,Adults,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,How many monsters have 1 or 2 legs?,(++ (map (lambda x0 (or (== (legs x0) 1) (== (legs x0) 2))) (set b r p))),(++ (map (lambda x0 (or (== (legs x0) n) (== (legs x0) n))) (set b r p))),1.6982458350160314,4.754887502163473,NA,How many monsters have one or two legs?
6,2,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,how many legs does the blue monster have?,(legs b),(legs c),1.584962500721156,5.75488750216347,NA,How many legs does the blue monster have?
6,3,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Are the red and purple the same head shape?,(== (shape r) (shape p)),(== (shape c) (shape c)),1,3.584962500721156,NA,Is the red monster's head the same shape as the purple monster's head?
6,4,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have a square head and three legs?,(and (== (legs r) 3) (== (shape r) Square)),(and (== (legs c) n) (== (shape c) s)),0.6500224216483543,2.584962500721156,NA,Does the red monster have three legs and a square head?
7,1,Adults,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have circle heads?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,4.584962500721156,NA,How many monsters have a circle head?
7,2,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Which monster is most similar to the red monster?,NA,NA,NA,5.169925001442311,invalid,NA
7,3,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have the same number of legs as the purple monster?,(++ (map (lambda x0 (== (legs x0) (legs p))) (set b r p))),(++ (map (lambda x0 (== (legs x0) (legs c))) (set b r p))),1.3921472236645345,6.1699250014423175,NA,How many monsters have the same number of legs as the purple monster?
7,4,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Which monster is most similar to the red monster?,NA,NA,NA,2.584962500721156,ambiguous,NA
9,1,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What is the shape of the red monster's head?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
9,2,Adults,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do all monsters have the same shape head?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,Do all the monsters have the same head shape?
9,3,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,How many legs does the red monster have?,(legs r),(legs c),1.584962500721156,3.584962500721156,NA,How many legs does the red monster have?
9,4,Adults,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,1.584962500721156,NA,How many legs does the purple monster have?
10,1,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have different numbers of legs?,NA,NA,NA,3.169925001442312,ambiguous,NA
10,2,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red monster's head?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
10,3,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,How many monsters have 3 legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,4.169925001442313,NA,How many monsters have three legs?
10,4,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,6.1699250014423175,NA,How many monsters have a square head?
11,1,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,does the purple or blue monster have an even number of legs?,NA,NA,NA,3.169925001442312,ambiguous,NA
11,2,Adults,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,Does the purple monster have one leg?
11,3,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,does the blue monster have the same head shape as the other two monsters?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.9999999999999994,5.75488750216347,NA,Do all the monsters have the same head shape?
11,4,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,do the monsters have different head shapes from eachother,NA,NA,NA,2,ambiguous,NA
12,1,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape head does the red monster have?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
12,2,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the purple or blue monster have the same amount of legs as the red monster?,NA,NA,NA,3.169925001442312,ambiguous,NA
12,3,Adults,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,4.584962500721156,NA,How many monsters have a square head?
12,4,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Do the blue and purple monsters have the same shape head as the red monster?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3.584962500721156,NA,Do all the monsters have the same head shape?
13,1,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red and blue monsters have the same head shape as the purple monster?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,2,NA,Do all the monsters have the same head shape?
13,2,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Do all of the monsters have a different number of legs?,(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) n),0.76420450650862,4.169925001442313,NA,Do all the monsters have a different number of legs?
13,3,Adults,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,3,NA,How many monsters have a square head?
13,4,Adults,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs does the blue monster have?,(legs b),(legs c),1.584962500721156,4.584962500721156,NA,How many legs does the blue monster have?
14,1,Adults,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,"What monster has three legs: Purple, Red, Blue, Multiple, or None?",NA,NA,NA,4.754887502163473,not in grammar,NA
14,2,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the Red Monster's head?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
14,3,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,"What monster, if any, is the only one with their unique head shape?",NA,NA,NA,6.1699250014423175,not in grammar,NA
14,4,Adults,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,"How many legs, if any, occurs the most out of all the monsters?",NA,NA,NA,6.754887502163456,not in grammar,NA
17,1,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,what shape is the monster's head?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
17,2,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,what color is the monster?,NA,NA,NA,2,invalid,NA
17,3,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,how many legs does the monster have?,NA,NA,NA,6.1699250014423175,ambiguous,NA
17,4,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,what shape is the monster's head?,NA,NA,NA,5.169925001442311,ambiguous,NA
18,1,Adults,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,1.584962500721156,NA,How many legs does the purple monster have?
18,2,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What is the shape of the red monster's head?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
18,3,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Is there any monster with more than one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(any (map (lambda x0 (> (legs x0) n)) (set b r p))),0.5032583347756454,3.169925001442312,NA,Do any of the monsters have more than one leg?
18,4,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What shape is the head that appears the most in this group of monsters?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(> (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) (++ (map (lambda x0 (== (shape x0) s)) (set b r p)))),0.9999999999999999,6.1699250014423175,NA,Are there more monsters with square heads or circle heads?
19,1,Adults,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Hoe many monsters have round heads,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.4999999999999998,6.754887502163456,NA,How many monsters have a circle head?
19,2,Adults,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,NA,NA,NA,NA,4.584962500721156,skipped,NA
19,3,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have square heads,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1,1,NA,How many monsters have a square head?
19,4,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,How many monsters have round heads,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,3.584962500721156,NA,How many monsters have a circle head?
20,1,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,What is the total number of legs and sides of head shape total for all the monsters?,NA,NA,NA,4.169925001442313,not in grammar,NA
20,2,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster's head a circle or a square?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
20,3,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Which monsters have a similar head shape as the purple monster?,NA,NA,NA,2,invalid,NA
20,4,Adults,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many shape sides and legs total are there between the three monsters?,NA,NA,NA,6.754887502163456,not in grammar,NA
21,1,Adults,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,is the number of legs even or odd?,NA,NA,NA,4.754887502163473,ambiguous,NA
21,2,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,do any monsters match each other?,NA,NA,NA,4.169925001442313,ambiguous,NA
21,3,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,how many legs are there total?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),2.197159723424149,3.169925001442312,NA,How many legs do all the monsters have combined together?
21,4,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,are the heads and legs all the same?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),0.4138168503036336,3.584962500721156,NA,Do all the monsters have the same number of legs and the same head shape?
24,1,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,are the red  and blue monsters head the same shape,(== (shape r) (shape b)),(== (shape c) (shape c)),1,2,NA,Is the red monster's head the same shape as the blue monster's head?
24,2,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Are the purple and blue monsters head the same shape?,(== (shape p) (shape b)),(== (shape c) (shape c)),1,3.584962500721156,NA,Is the purple monster's head the same shape as the blue monster's head?
24,3,Adults,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Which monsters head is not like the others.,NA,NA,NA,4.584962500721156,invalid,NA
24,4,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,How many legs does the red monster have.,(legs r),(legs c),1.584962500721156,2.584962500721156,NA,How many legs does the red monster have?
25,1,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Are the heads of the red and blue monsters both circles?,(and (== (shape r) Circle) (== (shape b) Circle)),(and (== (shape c) s) (== (shape c) s)),0.8112781244591325,5.169925001442311,NA,Do the red monster and the blue monster both have a circle head?
25,2,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Is the head of the red monster square?,(== (shape r) Square),(== (shape c) s),1,2.584962500721156,NA,Does the red monster have a square head?
25,3,Adults,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,1.584962500721156,NA,How many legs does the purple monster have?
25,4,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Purple monster head shape?,(shape p),(shape c),0.9999999999999999,4.169925001442313,NA,What shape is the purple monster's head?
26,1,Adults,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,do any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),0.5435644431995964,3,NA,Do any of the monsters have a circle head?
26,2,Adults,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,do any of the monsters have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),-0,1.584962500721156,NA,Do any of the monsters have three legs?
26,3,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,do any of the monsters have two legs?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),0.8767162889994637,5.75488750216347,NA,Do any of the monsters have two legs?
26,4,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,do any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),0.8112781244591328,3.584962500721156,NA,Do any of the monsters have a circle head?
27,1,Adults,NA,NA,4,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Does the purple monster have a square head?,(== (shape p) Square),(== (shape c) s),1,3.584962500721156,NA,Does the purple monster have a square head?
27,2,Adults,NA,NA,4,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,How many legs does the red monster have?,(legs r),(legs c),1.584962500721156,4.754887502163473,NA,How many legs does the red monster have?
27,3,Adults,NA,NA,4,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,How many legs does the red monster have?,(legs r),(legs c),1.584962500721156,2.584962500721156,NA,How many legs does the red monster have?
27,4,Adults,NA,NA,4,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red and blue monsters have the same shaped head?,(== (shape r) (shape b)),(== (shape c) (shape c)),1,2,NA,Is the red monster's head the same shape as the blue monster's head?
29,1,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,how many legs does the blue monster have?,(legs b),(legs c),1.584962500721156,3.169925001442312,NA,How many legs does the blue monster have?
29,2,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,does the purple monster have the same shape head as the red monster?,(== (shape p) (shape r)),(== (shape c) (shape c)),1,3.584962500721156,NA,Is the purple monster's head the same shape as the red monster's head?
29,3,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,does the blue monster have  a circle head?,(== (shape b) Circle),(== (shape c) s),0.9999999999999994,5.75488750216347,NA,Does the blue monster have a circle head?
29,4,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,what shape head does the red monster have?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
30,1,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),1,1,NA,Does the red monster have a square head?
30,2,Adults,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,6.754887502163456,NA,How many legs does the purple monster have?
30,3,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the blue monster have?,(legs b),(legs c),1.584962500721156,3.169925001442312,NA,How many legs does the blue monster have?
30,4,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),1,2.584962500721156,NA,Does the red monster have a circle head?
33,1,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,what is the shape of the red monster's head,(shape r),(shape c),0.9999999999999997,5.169925001442311,NA,What shape is the red monster's head?
33,2,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,what shape is the purple monster's head,(shape p),(shape c),0.9999999999999999,4.169925001442313,NA,What shape is the purple monster's head?
33,3,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,how many monsters have one leg,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.6982458350160314,5.75488750216347,NA,How many monsters have one leg?
33,4,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,how many legs does the purple monster have,(legs p),(legs c),1.584962500721156,3.169925001442312,NA,How many legs does the purple monster have?
34,1,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,How many monsters have 2 legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,4.169925001442313,NA,How many monsters have two legs?
34,2,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have 3 legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.6982458350160314,5.75488750216347,NA,How many monsters have three legs?
34,3,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have 3 legs?,(== (legs r) 3),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,Does the red monster have three legs?
34,4,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do all the monsters have the same shape head?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591336,6.1699250014423175,NA,Do all the monsters have the same head shape?
37,1,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Do any two adjacent monsters have the same head shape or leg count?,(or (or (== (legs r) (legs p)) (== (shape r) (shape p))) (or (== (legs p) (legs b)) (== (shape p) (shape b)))),(or (or (== (legs c) (legs c)) (== (shape c) (shape c))) (or (== (legs c) (legs c)) (== (shape c) (shape c)))),0.5032583347756452,5.169925001442311,NA,Does either the red monster or blue monster have the same number of legs or head shape as the purple monster?
37,2,Adults,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many square heads are there?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,4.584962500721156,NA,How many monsters have a square head?
37,3,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),1,1,NA,Does the red monster have a circle head?
